Dátum,Gép,Kezdő időpont,Záró időpont,Megrendelésszám
2020.10.05.,Festő-3,06:00,22:00,MEGR012
2020.10.05.,Festő-4,06:00,22:00,MEGR012
2020.10.05.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.05.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.05.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.06.,Hajlító-1,06:00,22:00,MEGR012
2020.10.06.,Hajlító-2,06:00,22:00,MEGR012
2020.10.06.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.06.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.06.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.06.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.06.,Festő-1,06:00,22:00,MEGR012
2020.10.06.,Festő-2,06:00,22:00,MEGR012
2020.10.06.,Festő-3,06:00,22:00,MEGR012
2020.10.06.,Festő-4,06:00,22:00,MEGR012
2020.10.06.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.06.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.06.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.07.,Hajlító-1,06:00,22:00,MEGR012
2020.10.07.,Hajlító-2,06:00,22:00,MEGR012
2020.10.07.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.07.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.07.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.07.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.07.,Festő-1,06:00,22:00,MEGR012
2020.10.07.,Festő-2,06:00,22:00,MEGR012
2020.10.07.,Festő-3,06:00,22:00,MEGR012
2020.10.07.,Festő-4,06:00,22:00,MEGR012
2020.10.07.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.07.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.07.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.08.,Hajlító-1,06:00,22:00,MEGR012
2020.10.08.,Hajlító-2,06:00,22:00,MEGR012
2020.10.08.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.08.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.08.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.08.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.08.,Festő-1,06:00,22:00,MEGR012
2020.10.08.,Festő-2,06:00,22:00,MEGR012
2020.10.08.,Festő-3,06:00,22:00,MEGR012
2020.10.08.,Festő-4,06:00,22:00,MEGR012
2020.10.08.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.08.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.08.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.09.,Hajlító-1,06:00,22:00,MEGR012
2020.10.09.,Hajlító-2,06:00,22:00,MEGR012
2020.10.09.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.09.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.09.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.09.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.09.,Festő-1,06:00,22:00,MEGR012
2020.10.09.,Festő-2,06:00,22:00,MEGR012
2020.10.09.,Festő-3,06:00,22:00,MEGR012
2020.10.09.,Festő-4,06:00,22:00,MEGR012
2020.10.09.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.09.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.09.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.10.,Hajlító-1,06:00,22:00,MEGR012
2020.10.10.,Hajlító-2,06:00,22:00,MEGR012
2020.10.10.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.10.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.10.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.10.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.10.,Festő-1,06:00,22:00,MEGR012
2020.10.10.,Festő-2,06:00,22:00,MEGR012
2020.10.10.,Festő-3,06:00,22:00,MEGR012
2020.10.10.,Festő-4,06:00,22:00,MEGR012
2020.10.10.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.10.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.10.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.11.,Hajlító-1,06:00,22:00,MEGR012
2020.10.11.,Hajlító-2,06:00,22:00,MEGR012
2020.10.11.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.11.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.11.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.11.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.11.,Festő-1,06:00,22:00,MEGR012
2020.10.11.,Festő-2,06:00,22:00,MEGR012
2020.10.11.,Festő-3,06:00,22:00,MEGR012
2020.10.11.,Festő-4,06:00,22:00,MEGR012
2020.10.11.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.11.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.11.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.12.,Hajlító-1,06:00,22:00,MEGR012
2020.10.12.,Hajlító-2,06:00,22:00,MEGR012
2020.10.12.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.12.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.12.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.12.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.12.,Festő-1,06:00,22:00,MEGR012
2020.10.12.,Festő-2,06:00,22:00,MEGR012
2020.10.12.,Festő-3,06:00,22:00,MEGR012
2020.10.12.,Festő-4,06:00,22:00,MEGR012
2020.10.12.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.12.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.12.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.13.,Hajlító-1,06:00,22:00,MEGR012
2020.10.13.,Hajlító-2,06:00,22:00,MEGR012
2020.10.13.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.13.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.13.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.13.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.13.,Festő-1,06:00,22:00,MEGR012
2020.10.13.,Festő-2,06:00,22:00,MEGR012
2020.10.13.,Festő-3,06:00,22:00,MEGR012
2020.10.13.,Festő-4,06:00,22:00,MEGR012
2020.10.13.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.13.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.13.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.14.,Hajlító-1,06:00,22:00,MEGR012
2020.10.14.,Hajlító-2,06:00,22:00,MEGR012
2020.10.14.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.14.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.14.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.14.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.14.,Festő-1,06:00,22:00,MEGR012
2020.10.14.,Festő-2,06:00,22:00,MEGR012
2020.10.14.,Festő-3,06:00,22:00,MEGR012
2020.10.14.,Festő-4,06:00,22:00,MEGR012
2020.10.14.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.14.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.14.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.15.,Hajlító-1,06:00,22:00,MEGR012
2020.10.15.,Hajlító-2,06:00,22:00,MEGR012
2020.10.15.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.15.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.15.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.15.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.15.,Festő-1,06:00,22:00,MEGR012
2020.10.15.,Festő-2,06:00,22:00,MEGR012
2020.10.15.,Festő-3,06:00,22:00,MEGR012
2020.10.15.,Festő-4,06:00,22:00,MEGR012
2020.10.15.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.15.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.15.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.16.,Hajlító-1,06:00,22:00,MEGR012
2020.10.16.,Hajlító-2,06:00,22:00,MEGR012
2020.10.16.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.16.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.16.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.16.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.16.,Festő-1,06:00,22:00,MEGR012
2020.10.16.,Festő-2,06:00,22:00,MEGR012
2020.10.16.,Festő-3,06:00,22:00,MEGR012
2020.10.16.,Festő-4,06:00,22:00,MEGR012
2020.10.16.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.16.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.16.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.17.,Hajlító-1,06:00,22:00,MEGR012
2020.10.17.,Hajlító-2,06:00,22:00,MEGR012
2020.10.17.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.17.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.17.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.17.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.17.,Festő-1,06:00,22:00,MEGR012
2020.10.17.,Festő-2,06:00,22:00,MEGR012
2020.10.17.,Festő-3,06:00,22:00,MEGR012
2020.10.17.,Festő-4,06:00,22:00,MEGR012
2020.10.17.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.17.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.17.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.18.,Hajlító-1,06:00,22:00,MEGR012
2020.10.18.,Hajlító-2,06:00,22:00,MEGR012
2020.10.18.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.18.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.18.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.18.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.18.,Festő-1,06:00,22:00,MEGR012
2020.10.18.,Festő-2,06:00,22:00,MEGR012
2020.10.18.,Festő-3,06:00,22:00,MEGR012
2020.10.18.,Festő-4,06:00,22:00,MEGR012
2020.10.18.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.18.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.18.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.19.,Hajlító-1,06:00,22:00,MEGR012
2020.10.19.,Hajlító-2,06:00,22:00,MEGR012
2020.10.19.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.19.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.19.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.19.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.19.,Festő-1,06:00,22:00,MEGR012
2020.10.19.,Festő-2,06:00,22:00,MEGR012
2020.10.19.,Festő-3,06:00,22:00,MEGR012
2020.10.19.,Festő-4,06:00,22:00,MEGR012
2020.10.19.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.19.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.19.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.20.,Hajlító-1,06:00,22:00,MEGR012
2020.10.20.,Hajlító-2,06:00,22:00,MEGR012
2020.10.20.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.20.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.20.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.20.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.20.,Festő-1,06:00,22:00,MEGR012
2020.10.20.,Festő-2,06:00,22:00,MEGR012
2020.10.20.,Festő-3,06:00,22:00,MEGR012
2020.10.20.,Festő-4,06:00,22:00,MEGR012
2020.10.20.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.20.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.20.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.21.,Hajlító-1,06:00,22:00,MEGR012
2020.10.21.,Hajlító-2,06:00,22:00,MEGR012
2020.10.21.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.21.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.21.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.21.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.21.,Festő-1,06:00,22:00,MEGR012
2020.10.21.,Festő-2,06:00,22:00,MEGR012
2020.10.21.,Festő-3,06:00,22:00,MEGR012
2020.10.21.,Festő-4,06:00,22:00,MEGR012
2020.10.21.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.21.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.21.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.22.,Hajlító-1,06:00,22:00,MEGR012
2020.10.22.,Hajlító-2,06:00,22:00,MEGR012
2020.10.22.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.22.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.22.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.22.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.22.,Festő-1,06:00,22:00,MEGR012
2020.10.22.,Festő-2,06:00,22:00,MEGR012
2020.10.22.,Festő-3,06:00,22:00,MEGR012
2020.10.22.,Festő-4,06:00,22:00,MEGR012
2020.10.22.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.22.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.22.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.23.,Hajlító-1,06:00,22:00,MEGR012
2020.10.23.,Hajlító-2,06:00,22:00,MEGR012
2020.10.23.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.23.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.23.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.23.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.23.,Festő-1,06:00,22:00,MEGR012
2020.10.23.,Festő-2,06:00,22:00,MEGR012
2020.10.23.,Festő-3,06:00,22:00,MEGR012
2020.10.23.,Festő-4,06:00,22:00,MEGR012
2020.10.23.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.23.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.23.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.24.,Hajlító-1,06:00,22:00,MEGR012
2020.10.24.,Hajlító-2,06:00,22:00,MEGR012
2020.10.24.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.24.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.24.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.24.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.24.,Festő-1,06:00,22:00,MEGR012
2020.10.24.,Festő-2,06:00,22:00,MEGR012
2020.10.24.,Festő-3,06:00,22:00,MEGR012
2020.10.24.,Festő-4,06:00,22:00,MEGR012
2020.10.24.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.24.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.24.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.25.,Hajlító-1,06:00,22:00,MEGR012
2020.10.25.,Hajlító-2,06:00,22:00,MEGR012
2020.10.25.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.25.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.25.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.25.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.25.,Festő-1,06:00,22:00,MEGR012
2020.10.25.,Festő-2,06:00,22:00,MEGR012
2020.10.25.,Festő-3,06:00,22:00,MEGR012
2020.10.25.,Festő-4,06:00,22:00,MEGR012
2020.10.25.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.25.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.25.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.26.,Hajlító-1,06:00,22:00,MEGR012
2020.10.26.,Hajlító-2,06:00,22:00,MEGR012
2020.10.26.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.26.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.26.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.26.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.26.,Festő-1,06:00,22:00,MEGR012
2020.10.26.,Festő-2,06:00,22:00,MEGR012
2020.10.26.,Festő-3,06:00,22:00,MEGR012
2020.10.26.,Festő-4,06:00,22:00,MEGR012
2020.10.26.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.26.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.26.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.27.,Hajlító-1,06:00,22:00,MEGR012
2020.10.27.,Hajlító-2,06:00,22:00,MEGR012
2020.10.27.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.27.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.27.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.27.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.27.,Festő-1,06:00,22:00,MEGR012
2020.10.27.,Festő-2,06:00,22:00,MEGR012
2020.10.27.,Festő-3,06:00,22:00,MEGR012
2020.10.27.,Festő-4,06:00,22:00,MEGR012
2020.10.27.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.27.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.27.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.28.,Hajlító-1,06:00,22:00,MEGR012
2020.10.28.,Hajlító-2,06:00,22:00,MEGR012
2020.10.28.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.28.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.28.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.28.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.28.,Festő-1,06:00,22:00,MEGR012
2020.10.28.,Festő-2,06:00,22:00,MEGR012
2020.10.28.,Festő-3,06:00,22:00,MEGR012
2020.10.28.,Festő-4,06:00,22:00,MEGR012
2020.10.28.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.28.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.28.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.29.,Hajlító-1,06:00,22:00,MEGR012
2020.10.29.,Hajlító-2,06:00,22:00,MEGR012
2020.10.29.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.29.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.29.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.29.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.29.,Festő-1,06:00,22:00,MEGR012
2020.10.29.,Festő-2,06:00,22:00,MEGR012
2020.10.29.,Festő-3,06:00,22:00,MEGR012
2020.10.29.,Festő-4,06:00,22:00,MEGR012
2020.10.29.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.29.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.29.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.30.,Hajlító-1,06:00,10:51,MEGR012
2020.10.30.,Hajlító-1,10:51,22:00,MEGR011
2020.10.30.,Hajlító-2,06:00,10:51,MEGR012
2020.10.30.,Hajlító-2,10:51,22:00,MEGR011
2020.10.30.,Hegesztő-1,06:00,11:01,MEGR012
2020.10.30.,Hegesztő-1,11:06,22:00,MEGR011
2020.10.30.,Hegesztő-2,06:00,10:46,MEGR012
2020.10.30.,Hegesztő-2,11:06,22:00,MEGR011
2020.10.30.,Hegesztő-3,06:00,11:01,MEGR012
2020.10.30.,Hegesztő-3,11:21,22:00,MEGR011
2020.10.30.,Tesztelő-1,06:00,11:11,MEGR012
2020.10.30.,Tesztelő-1,11:16,22:00,MEGR011
2020.10.30.,Festő-1,06:00,11:21,MEGR012
2020.10.30.,Festő-1,11:36,22:00,MEGR011
2020.10.30.,Festő-2,06:00,11:06,MEGR012
2020.10.30.,Festő-2,11:21,22:00,MEGR011
2020.10.30.,Festő-3,06:00,11:26,MEGR012
2020.10.30.,Festő-3,11:41,22:00,MEGR011
2020.10.30.,Festő-4,06:00,11:11,MEGR012
2020.10.30.,Festő-4,11:26,22:00,MEGR011
2020.10.30.,Csomagoló-1,06:00,11:33,MEGR012
2020.10.30.,Csomagoló-1,11:41,22:00,MEGR011
2020.10.30.,Csomagoló-2,06:00,11:38,MEGR012
2020.10.30.,Csomagoló-2,11:51,22:00,MEGR011
2020.10.30.,Csomagoló-3,06:00,11:23,MEGR012
2020.10.30.,Csomagoló-3,11:36,22:00,MEGR011
2020.10.31.,Hajlító-1,06:00,22:00,MEGR011
2020.10.31.,Hajlító-2,06:00,22:00,MEGR011
2020.10.31.,Hegesztő-1,06:00,22:00,MEGR011
2020.10.31.,Hegesztő-2,06:00,22:00,MEGR011
2020.10.31.,Hegesztő-3,06:00,22:00,MEGR011
2020.10.31.,Tesztelő-1,06:00,22:00,MEGR011
2020.10.31.,Festő-1,06:00,22:00,MEGR011
2020.10.31.,Festő-2,06:00,22:00,MEGR011
2020.10.31.,Festő-3,06:00,22:00,MEGR011
2020.10.31.,Festő-4,06:00,22:00,MEGR011
2020.10.31.,Csomagoló-1,06:00,22:00,MEGR011
2020.10.31.,Csomagoló-2,06:00,22:00,MEGR011
2020.10.31.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.01.,Hajlító-1,06:00,22:00,MEGR011
2020.11.01.,Hajlító-2,06:00,22:00,MEGR011
2020.11.01.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.01.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.01.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.01.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.01.,Festő-1,06:00,22:00,MEGR011
2020.11.01.,Festő-2,06:00,22:00,MEGR011
2020.11.01.,Festő-3,06:00,22:00,MEGR011
2020.11.01.,Festő-4,06:00,22:00,MEGR011
2020.11.01.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.01.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.01.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.02.,Hajlító-1,06:00,22:00,MEGR011
2020.11.02.,Hajlító-2,06:00,22:00,MEGR011
2020.11.02.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.02.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.02.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.02.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.02.,Festő-1,06:00,22:00,MEGR011
2020.11.02.,Festő-2,06:00,22:00,MEGR011
2020.11.02.,Festő-3,06:00,22:00,MEGR011
2020.11.02.,Festő-4,06:00,22:00,MEGR011
2020.11.02.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.02.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.02.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.03.,Hajlító-1,06:00,22:00,MEGR011
2020.11.03.,Hajlító-2,06:00,22:00,MEGR011
2020.11.03.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.03.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.03.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.03.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.03.,Festő-1,06:00,22:00,MEGR011
2020.11.03.,Festő-2,06:00,22:00,MEGR011
2020.11.03.,Festő-3,06:00,22:00,MEGR011
2020.11.03.,Festő-4,06:00,22:00,MEGR011
2020.11.03.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.03.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.03.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.04.,Hajlító-1,06:00,22:00,MEGR011
2020.11.04.,Hajlító-2,06:00,22:00,MEGR011
2020.11.04.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.04.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.04.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.04.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.04.,Festő-1,06:00,22:00,MEGR011
2020.11.04.,Festő-2,06:00,22:00,MEGR011
2020.11.04.,Festő-3,06:00,22:00,MEGR011
2020.11.04.,Festő-4,06:00,22:00,MEGR011
2020.11.04.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.04.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.04.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.05.,Hajlító-1,06:00,22:00,MEGR011
2020.11.05.,Hajlító-2,06:00,22:00,MEGR011
2020.11.05.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.05.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.05.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.05.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.05.,Festő-1,06:00,22:00,MEGR011
2020.11.05.,Festő-2,06:00,22:00,MEGR011
2020.11.05.,Festő-3,06:00,22:00,MEGR011
2020.11.05.,Festő-4,06:00,22:00,MEGR011
2020.11.05.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.05.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.05.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.06.,Hajlító-1,06:00,22:00,MEGR011
2020.11.06.,Hajlító-2,06:00,22:00,MEGR011
2020.11.06.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.06.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.06.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.06.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.06.,Festő-1,06:00,22:00,MEGR011
2020.11.06.,Festő-2,06:00,22:00,MEGR011
2020.11.06.,Festő-3,06:00,22:00,MEGR011
2020.11.06.,Festő-4,06:00,22:00,MEGR011
2020.11.06.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.06.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.06.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.07.,Hajlító-1,06:00,22:00,MEGR011
2020.11.07.,Hajlító-2,06:00,22:00,MEGR011
2020.11.07.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.07.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.07.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.07.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.07.,Festő-1,06:00,22:00,MEGR011
2020.11.07.,Festő-2,06:00,22:00,MEGR011
2020.11.07.,Festő-3,06:00,22:00,MEGR011
2020.11.07.,Festő-4,06:00,22:00,MEGR011
2020.11.07.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.07.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.07.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.08.,Hajlító-1,06:00,22:00,MEGR011
2020.11.08.,Hajlító-2,06:00,22:00,MEGR011
2020.11.08.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.08.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.08.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.08.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.08.,Festő-1,06:00,22:00,MEGR011
2020.11.08.,Festő-2,06:00,22:00,MEGR011
2020.11.08.,Festő-3,06:00,22:00,MEGR011
2020.11.08.,Festő-4,06:00,22:00,MEGR011
2020.11.08.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.08.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.08.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.09.,Hajlító-1,06:00,22:00,MEGR011
2020.11.09.,Hajlító-2,06:00,22:00,MEGR011
2020.11.09.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.09.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.09.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.09.,Tesztelő-1,06:00,22:00,MEGR011
